zf_gene_id;zf11_gene;mouse_gene;zf10_gene
ENSDARG00000056804;il4i1;Il4i1;IL4I1
ENSDARG00000026048;tsc1a;Tsc1;tsc1a
ENSDARG00000077297;nbr1a;Nbr1;nbr1a
ENSDARG00000104267;postnb;Postn;postnb
ENSDARG00000079497;tcima;Tcim;TCIM
ENSDARG00000060767;smg7;Smg7;smg7
ENSDARG00000044525;pparda;Ppard;pparda
ENSDARG00000009473;ppardb;Ppard;ppardb
ENSDARG00000001169;hsd17b8;Hsd17b8;hsd17b8
ENSDARG00000019357;fabp1a;Fabp1;fabp1a
ENSDARG00000017299;fabp4a;Fabp4;fabp11a
ENSDARG00000002311;fabp4b;Fabp9;fabp11b
ENSDARG00000059227;fabp1b.1;Fabp1;fabp1b.1
ENSDARG00000075827;f7i;F7;f7i
ENSDARG00000004672;ptk2ab;Ptk2;ptk2ab
ENSDARG00000006923;cacna1ab;Cacna1a;cacna1ab
ENSDARG00000020976;ubald1b;Ubald1;ubald1b
ENSDARG00000093931;rflnb;Rflnb;fam101b
ENSDARG00000016866;eeig1b;Eeig1;fam102ab
ENSDARG00000053104;eeig2a;Eeig2;fam102ba
ENSDARG00000045422;otulina;Otulinl;otulina
ENSDARG00000079886;otulinb;Otulinl;otulinb
ENSDARG00000035571;abhd17b;Abhd17b;abhd17b
ENSDARG00000058452;abhd17c;Abhd17c;abhd17c
ENSDARG00000030239;dennd6aa;Dennd6a;dennd6aa
ENSDARG00000011605;dennd6b;Dennd6b;dennd6b
ENSDARG00000078640;fam117aa;Fam117a;fam117aa
ENSDARG00000036500;pabir2;Pabir2;fam122b
ENSDARG00000075222;amer2;Amer2;amer2
ENSDARG00000079624;amer1;Amer1;amer1
ENSDARG00000079478;mvb12bb;Mvb12b;mvb12bb
ENSDARG00000091619;mvb12ba;Mvb12b;mvb12ba
ENSDARG00000026762;hycc1;Hycc1;fam126a
ENSDARG00000101696;hycc2;Hycc2;ENSDARG00000101696
ENSDARG00000042055;niban1a;Niban1;fam129aa
ENSDARG00000023053;niban1b;Niban1;fam129ab
ENSDARG00000062970;niban2a;Niban2;fam129ba
ENSDARG00000008026;niban2b;Niban2;fam129bb
ENSDARG00000063270;retreg2;Retreg2;retreg2
ENSDARG00000079059;retreg1;Retreg1;retreg1
ENSDARG00000059804;retreg3;Retreg3;retreg3
ENSDARG00000006474;saxo2;Saxo2;saxo2
ENSDARG00000075858;nalf1a;Nalf1;fam155a
ENSDARG00000060152;nalf2;Nalf2;fam155b
ENSDARG00000034633;emc9;Emc9;emc9
ENSDARG00000061021;fhip1aa;Fhip1a;fam160a1a
ENSDARG00000078188;fhip1b;Fhip1b;fam160a2
ENSDARG00000060168;fhip2a;Fhip2a;fam160b1
ENSDARG00000060029;fhip2b;Fhip2b;fam160b2
ENSDARG00000073914;fam163ba;Fam163b;fam163b
ENSDARG00000027915;zc2hc1a;Zc2hc1a;zc2hc1a
ENSDARG00000070526;zc2hc1c;Zc2hc1c;zc2hc1c
ENSDARG00000100292;cimip2b;Cimip2b;fam166b
ENSDARG00000089110;cimip2c;Cimip2c;si:ch211-198b3.4
ENSDARG00000075249;fam171a2a;Fam171a2;fam171a2a
ENSDARG00000052697;arb2a;Arb2a;fam172a
ENSDARG00000033451;atpsckmt;Atpsckmt;fam173b
ENSDARG00000061405;eva1a;Eva1a;eva1a
ENSDARG00000100698;eva1bb;Eva1b;eva1bb
ENSDARG00000056024;eva1c;Eva1c;eva1c
ENSDARG00000003328;slf2;Slf2;slf2
ENSDARG00000087144;cfap144;Cfap144;fam183a
ENSDARG00000014081;fam184ab;Fam184a;fam184a
ENSDARG00000028715;mindy3;Mindy3;fam188a
ENSDARG00000057060;tvp23b;Tvp23b;tvp23b
ENSDARG00000078383;mcrip1;Mcrip1;fam195b
ENSDARG00000107576;insyn2ab;Insyn2a;FAM196A
ENSDARG00000076862;gask1a;Gask1a;fam198a
ENSDARG00000077054;gask1b;Gask1b;fam198b
ENSDARG00000062471;tafa4b;Tafa4;fam19a4b
ENSDARG00000069160;tafa5a;Tafa5;fam19a5a
ENSDARG00000045608;tafa5b;Tafa5;fam19a5b
ENSDARG00000070407;abitram;Abitram;fam206a
ENSDARG00000071500;slx9;Slx9;fam207a
ENSDARG00000013346;tasorb;Tasor;fam208ab
ENSDARG00000074168;tasor2;Tasor2;fam208b
ENSDARG00000090338;fam20cb;Fam20c;fam20cb
ENSDARG00000074317;fam20ca;Fam20c;fam20ca
ENSDARG00000040186;fam210ab;Fam210a;fam210ab
ENSDARG00000091128;lrrc75bb;Lrrc75b;lrrc75bb
ENSDARG00000074308;lrrc75ba;Lrrc75b;lrrc75ba
ENSDARG00000070360;inka1a;Inka1;fam212aa
ENSDARG00000070404;inka1b;Inka1;fam212ab
ENSDARG00000073900;inka2;Inka2;fam212b
ENSDARG00000057378;selenou1a;Prxl2a;fam213aa
ENSDARG00000029795;prxl2b;Prxl2b;fam213b
ENSDARG00000040452;atosa;Atosa;fam214a
ENSDARG00000016396;fam219aa;Fam219a;fam219aa
ENSDARG00000090797;fam222aa;Fam222a;fam222a
ENSDARG00000074947;calhm5.1;Calhm5;fam26e.1
ENSDARG00000041980;calhm6;Calhm6;fam26f
ENSDARG00000101652;haus6;Haus6;haus6
ENSDARG00000042660;fam32a;Fam32a;fam32a
ENSDARG00000074084;strip1;Strip1;strip1
ENSDARG00000059003;strip2;Strip2;strip2
ENSDARG00000103922;bod1;Bod1;bod1
ENSDARG00000062965;dennd10;Dennd10;fam45a
ENSDARG00000054641;tent5ab;Tent5a;fam46ab
ENSDARG00000011797;tent5bb;Tent5b;fam46bb
ENSDARG00000010437;tent5c;Tent5c;fam46c
ENSDARG00000078658;supt20;Supt20;supt20
ENSDARG00000006672;fam49a;Cyria;fam49a
ENSDARG00000020929;fam49ba;Cyrib;fam49ba
ENSDARG00000003940;mtfr1l;Mtfr1l;mtfr1l
ENSDARG00000061690;nxpe3;Nxpe3;nxpe3
ENSDARG00000098860;tlcd3a;Tlcd3a;ENSDARG00000098860
ENSDARG00000026875;tlcd3ba;Tlcd3b;fam57ba
ENSDARG00000074564;tlcd3bb;Tlcd3b;fam57bb
ENSDARG00000037537;ccnq;Ccnq;fam58a
ENSDARG00000017242;garem;Garem1;garem
ENSDARG00000073933;gareml;Garem2;gareml
ENSDARG00000014302;brinp2;Brinp2;brinp2
ENSDARG00000032653;sinhcaf;Sinhcaf;fam60a
ENSDARG00000006600;lsm14aa;Lsm14a;lsm14aa
ENSDARG00000030824;esyt2a;Esyt2;esyt2a
ENSDARG00000006422;esyt3;Esyt3;esyt3
ENSDARG00000004866;mindy1;Mindy1;fam63a
ENSDARG00000017431;mindy2;Mindy2;fam63b
ENSDARG00000062178;ripor1;Ripor1;fam65a
ENSDARG00000061752;ripor2;Ripor2;fam65b
ENSDARG00000020979;ripor3;Ripor3;fam65c
ENSDARG00000062955;dipk1aa;Dipk1a;fam69aa
ENSDARG00000061362;dipk1ab;Dipk1a;fam69ab
ENSDARG00000105040;dipk1c;Dipk1c;fam69c
ENSDARG00000073911;tmem255a;Tmem255a;tmem255a
ENSDARG00000020596;miga1;Miga1;fam73a
ENSDARG00000089357;miga2;Miga2;fam73b
ENSDARG00000088222;fam78ab;Fam78a;fam78ab
ENSDARG00000068149;tprg1l;Tprg1l;tprg1l
ENSDARG00000041407;rmdn3;Rmdn3;rmdn3
ENSDARG00000068849;fam83ha;Fam83h;fam83ha
ENSDARG00000018921;lratd1;Lratd1;fam84a
ENSDARG00000032859;lratd2a;Lratd2;fam84b
ENSDARG00000054950;eef2kmt;Eef2kmt;eef2kmt
ENSDARG00000004308;fam8a1b;Fam8a1;fam8a1b
ENSDARG00000004436;cibar1;Cibar1;fam92a1
ENSDARG00000104940;ciao2a;Ciao2a;fam96a
ENSDARG00000052010;ciao2b;Ciao2b;fam96b
ENSDARG00000051920;nsmaf;Nsmaf;nsmaf
ENSDARG00000079015;brca2;Brca2;brca2
ENSDARG00000074410;brip1;Brip1;brip1
ENSDARG00000068919;rad51c;Rad51c;rad51c
ENSDARG00000014161;ercc4;Ercc4;ercc4
ENSDARG00000063285;ube2t;Ube2t;ube2t
ENSDARG00000098825;farsa;Farsa;farsa
ENSDARG00000087657;fasn;Fasn;fasn
ENSDARG00000098913;faslg;Fasl;faslg
ENSDARG00000017591;fat1a;Fat1;fat1a
ENSDARG00000033840;fat3a;Fat3;fat3a
ENSDARG00000017047;slc27a4;Slc27a4;slc27a4
ENSDARG00000099022;faua;Fau;faua
ENSDARG00000099195;ier2a;Ier2;ier2a
ENSDARG00000038239;tnpo2a;Tnpo2;tnpo2
ENSDARG00000014165;ssr3;Ssr3;ssr3
ENSDARG00000016513;setd3;Setd3;setd3
ENSDARG00000005049;rab20;Rab20;rab20
ENSDARG00000055786;prss23;Prss23;prss23
ENSDARG00000042708;tuba5;Tuba5-ps;tuba8l
ENSDARG00000069673;chid1;Chid1;chid1
ENSDARG00000033738;zgc:153867;Myl6;zgc:153867
ENSDARG00000025011;synj1;Synj1;synj1
ENSDARG00000100742;reep5;Reep5;reep5
ENSDARG00000035692;rps3a;Rps3a1;rps3a
ENSDARG00000015312;klf12a;Klf12;klf12a
ENSDARG00000068275;ptx3a;Ptx3;ptx3a
ENSDARG00000036036;mdka;Mdk;mdka
ENSDARG00000002401;gale;Gale;gale
ENSDARG00000023627;ggps1;Ggps1;ggps1
ENSDARG00000079183;sod3b;Sod3;sod3b
ENSDARG00000097346;ten1;Ten1;ten1
ENSDARG00000053457;rpl23;Rpl23;rpl23
ENSDARG00000069521;vps29;Vps29;vps29
ENSDARG00000015551;fth1a;Fthl17a;fth1a
ENSDARG00000055106;znf148;Zfp148;znf148
ENSDARG00000035860;rps28;Rps28;rps28
ENSDARG00000010482;prg4a;Prg4;prg4a
ENSDARG00000074498;chd9;Chd9;chd9
ENSDARG00000089138;si:ch1073-440b2.1;Lonrf2;si:ch1073-440b2.1
ENSDARG00000077777;tmsb4x;Tmsb4x;tmsb4x
ENSDARG00000063344;fam162a;Fam162a;fam162a
ENSDARG00000017119;vps37a;Vps37a;vps37a
ENSDARG00000007108;lipia;Liph;lipia
ENSDARG00000009208;prkcda;Prkcd;prkcda
ENSDARG00000044298;phax;Phax;phax
ENSDARG00000045359;elocb;Eloc;tceb1b
ENSDARG00000036316;rpl39;Rpl39l;rpl39
ENSDARG00000104315;fhl3b;Fhl3;fhl3b
ENSDARG00000097483;linc.pou2af1;Pou2af3;si:ch211-213d14.2
ENSDARG00000099624;chmp1b;Chmp1b2;chmp1b
ENSDARG00000042751;riok3;Riok3;riok3
ENSDARG00000037018;gab1;Gab1;gab1
ENSDARG00000095750;fdxacb1;Fdxacb1;fdxacb1
ENSDARG00000044488;pak1ip1;Pak1ip1;pak1ip1
ENSDARG00000100003;glulb;Glul;glulb
ENSDARG00000021233;pgls;Pgls;pgls
ENSDARG00000074009;znf1059;Zfp942;znf1059
ENSDARG00000093382;uqcc3;Uqcc3;uqcc3
ENSDARG00000090552;si:dkey-7j14.6;Ms4a14;si:dkey-7j14.6
ENSDARG00000103483;litaf;Litaf;litaf
ENSDARG00000037159;oprd1b;Oprd1;oprd1b
ENSDARG00000020228;usf2;Usf2;usf2
ENSDARG00000002369;si:ch211-202a12.4;Ubb;UBB
ENSDARG00000077850;lgals3a;Lgals3;lgals3a
ENSDARG00000020527;nup62l;Nup62;nup62l
ENSDARG00000103007;rps3;Rps3;rps3
ENSDARG00000025032;nr3c1;Nr3c1;nr3c1
ENSDARG00000014008;cwc22;Cwc22rt3;cwc22
ENSDARG00000021866;upk1a;Upk1a;upk1a
ENSDARG00000071701;zgc:162941;Lyg2;zgc:162941
ENSDARG00000069857;coq3;Coq3;coq3
ENSDARG00000016253;ralab;Rala;ralab
ENSDARG00000041449;spred1;Spred1;spred1
ENSDARG00000036298;rps13;Rps13;rps13
ENSDARG00000006901;aebp1b;Aebp1;ENSDARG00000006901
ENSDARG00000102055;hadhb;Hadhb;hadhb
ENSDARG00000032575;ywhaz;Ywhaz;ywhaz
ENSDARG00000028386;htatip2;Htatip2;htatip2
ENSDARG00000010194;eif4bb;Eif4b;eif4bb
ENSDARG00000056248;si:dkey-183i3.5;Krt86;si:dkey-183i3.5
ENSDARG00000069853;txndc9;Txndc9;txndc9
ENSDARG00000031435;txna;Txn1;zgc:56493
ENSDARG00000077673;nlrp16;Nlrp4f;wu:fb15h11
ENSDARG00000051888;ist1;Ist1;ist1
ENSDARG00000036510;ccnt2b;Ccnt2;ccnt2b
ENSDARG00000036102;ctdsp2;Ctdsp2;ctdsp2
ENSDARG00000042004;nfya;Nfya;nfya
ENSDARG00000057234;chtopa;Chtop;chtopa
ENSDARG00000055536;otub1a;Otub1;otub1a
ENSDARG00000095147;krt96;Krt19;krt96
ENSDARG00000057089;ftsj1;Ftsj1;ftsj1
ENSDARG00000099241;ppp2cb;Ppp2cb;ppp2cb
ENSDARG00000044437;cdca5;Cdca5;cdca5
ENSDARG00000071566;ppp1cab;Ppp1ca;ppp1cab
ENSDARG00000043923;sox9b;Sox9;sox9b
ENSDARG00000040265;mpdu1b;Mpdu1;mpdu1b
ENSDARG00000038059;grb2b;Grb2;grb2b
ENSDARG00000015239;prpf19;Prpf19;prpf19
ENSDARG00000012968;rhoub;Rhou;rhoub
ENSDARG00000078904;brd4;Brd4;brd4
ENSDARG00000026908;tmed2;Tmed2;tmed2
ENSDARG00000099959;smyhc1;Myh6;smyhc1
ENSDARG00000058467;prpf40a;Prpf40a;prpf40a
ENSDARG00000005551;hnrnph1l;Hnrnph1;hnrnph1l
ENSDARG00000037560;mtm1;Mtm1;mtm1
ENSDARG00000045373;pabpn1;Pabpn1;pabpn1
ENSDARG00000062954;clk2a;Clk2;clk2a
ENSDARG00000037038;psmc6;Psmc6;psmc6
ENSDARG00000032606;septin8a;Septin8;sept8a
ENSDARG00000020594;txlnba;Txlnb;txlnba
ENSDARG00000006553;rras;Rras;rras
ENSDARG00000038559;h1-0;H1f0;h1f0
ENSDARG00000101126;atad5b;Atad5;atad5b
ENSDARG00000035120;gldc;Gldc;GLDC
ENSDARG00000101199;rbp4;Rbp4;rbp4
ENSDARG00000040890;fdps;Fdps;fdps
ENSDARG00000038113;rprd1b;Rprd1b;rprd1b
ENSDARG00000008785;dldh;Dld;dldh
ENSDARG00000058030;hspa14;Hspa14;hspa14
ENSDARG00000069855;pnisr;Pnisr;pnisr
ENSDARG00000015851;pnn;Pnn;pnn
ENSDARG00000021154;zgc:92040;Prodh2;ENSDARG00000021154
ENSDARG00000003287;wdr12;Wdr12;wdr12
ENSDARG00000037837;ogfr;Ogfr;ogfr
ENSDARG00000103316;si:ch211-212k18.5;Sall2;si:ch211-212k18.5
ENSDARG00000053684;aldob;Aldob;aldob
ENSDARG00000101733;fam168b;Fam168b;fam168b
ENSDARG00000095865;oxr1a;Oxr1;FP325120.1
ENSDARG00000043856;amd1;Amd1;amd1
ENSDARG00000041203;drap1;Drap1;drap1
ENSDARG00000003027;scnm1;Scnm1;scnm1
ENSDARG00000052705;pkp1b;Pkp1;pkp1b
ENSDARG00000021193;coro1cb;Coro1c;coro1cb
ENSDARG00000037559;uba1;Uba1;uba1
ENSDARG00000092067;atn1;Atn1;atn1
ENSDARG00000103988;mymk;Mymk;mymk
ENSDARG00000011999;ybey;Ybey;ybey
ENSDARG00000058597;nt5c3a;Nt5c3;nt5c3a
ENSDARG00000003564;dohh;Dohh;dohh
ENSDARG00000014794;uqcrc2a;Uqcrc2;uqcrc2a
ENSDARG00000031261;sap30bp;Sap30bp;sap30bp
ENSDARG00000035751;ipo7;Ipo7;ipo7
ENSDARG00000008947;rtf1;Rtf1;rtf1
ENSDARG00000044492;ublcp1;Ublcp1;ublcp1
ENSDARG00000038537;gga1;Gga1;gga1
ENSDARG00000007708;nsa2;Nsa2;nsa2
ENSDARG00000060392;ash2l;Ash2l;ash2l
ENSDARG00000034497;fbxl14a;Fbxl14;fbxl14a
ENSDARG00000090156;pttg1ipa;Pttg1ip;pttg1ipa
ENSDARG00000016516;rbm8a;Rbm8a;rbm8a
ENSDARG00000008119;e2f6;E2f6;si:ch211-195d17.2
ENSDARG00000086150;wrap53;Wrap53;wrap53
ENSDARG00000012627;cdc34b;Cdc34;cdc34b
ENSDARG00000055635;crk;Crk;crk
ENSDARG00000038473;ube2d3;Ube2d3;ube2d3
ENSDARG00000030887;phf23a;Phf23;phf23a
ENSDARG00000099039;pcbp2;Pcbp1;pcbp2
ENSDARG00000004906;stip1;Stip1;stip1
ENSDARG00000010238;rbm22;Rbm22;rbm22
ENSDARG00000033683;tpma;Tpm3;tpma
ENSDARG00000091563;snw1;Snw1;snw1
ENSDARG00000027234;ift88;Ift88;ift88
ENSDARG00000012485;aurka;Aurka;aurka
ENSDARG00000003681;eif5;Eif5;eif5
ENSDARG00000053912;fbl;Fbll1;fbl
ENSDARG00000016598;ckmt1;Ckmt1;ckmt1
ENSDARG00000070657;pa2g4b;Pa2g4;pa2g4b
ENSDARG00000054849;bcat2;Bcat2;bcat2
ENSDARG00000036161;hnrnpa0l;Hnrnpa0;hnrnpa0l
ENSDARG00000001873;phgdh;Phgdh;phgdh
ENSDARG00000070461;cdin1;Cdin1;zgc:154061
ENSDARG00000027589;fzd7b;Fzd7;fzd7b
ENSDARG00000035406;ttc33;Ttc33;ttc33
ENSDARG00000099458;ddx46;Ddx46;ddx46
ENSDARG00000077219;plxdc2a;Plxdc2;ENSDARG00000077219
ENSDARG00000035325;srsf7a;Srsf7;srsf7a
ENSDARG00000076229;mrtfab;Mrtfa;mkl1b
ENSDARG00000104372;gnb1b;Gnb1;gnb1b
ENSDARG00000035608;pgam5;Pgam5;pgam5
ENSDARG00000010246;prmt1;Prmt1;prmt1
ENSDARG00000027199;smad1;Smad1;smad1
ENSDARG00000056531;nutf2;Nutf2;nutf2
ENSDARG00000040959;rabl3;Rabl3;rabl3
ENSDARG00000079233;e2f2;E2f2;E2F2
ENSDARG00000020465;ewsr1b;Ewsr1;ewsr1b
ENSDARG00000010710;msi1b;Msi1;msi1
ENSDARG00000021808;nmt2;Nmt2;nmt2
ENSDARG00000098591;tubb2b;Tubb4b;tubb2b
ENSDARG00000015722;kctd5a;Kctd5;kctd5a
ENSDARG00000103714;rab6a;Rab6a;rab6a
ENSDARG00000102096;adra2b;Adra2b;adra2b
ENSDARG00000029556;kansl3;Kansl3;kansl3
ENSDARG00000005115;calub;Calu;calub
ENSDARG00000004059;galk2;Galk2;galk2
ENSDARG00000014790;g3bp2a;G3bp2;g3bp2
ENSDARG00000057114;hpf1;Hpf1;hpf1
ENSDARG00000035633;tctn2;Tctn2;tctn2
ENSDARG00000038064;chmp3;Chmp3;chmp3
ENSDARG00000000760;znf511;Zfp511;znf511
ENSDARG00000004830;flot2a;Flot2;flot2a
ENSDARG00000068191;cdh15;Cdh15;cdh15
ENSDARG00000040606;tfap2c;Tfap2c;tfap2c
ENSDARG00000053956;sptbn2;Sptbn2;sptbn2
ENSDARG00000016649;akr7a3;Akr7a5;akr7a3
ENSDARG00000001829;zgc:112982;Bclaf3;zgc:112982
ENSDARG00000090309;ubxn1;Ubxn1;ubxn1
ENSDARG00000016447;ythdf1;Ythdf1;ythdf1
ENSDARG00000029818;srsf5a;Srsf5;srsf5a
ENSDARG00000089626;ptges3b;Ptges3;ptges3b
ENSDARG00000006200;eif4g1a;Eif4g1;eif4g1a
ENSDARG00000023058;foxo3a;Foxo3;foxo3a
ENSDARG00000062237;nfs1;Nfs1;nfs1
ENSDARG00000105641;si:ch211-98n17.5;Muc15;si:ch211-98n17.5
ENSDARG00000042742;stx6;Stx6;stx6
ENSDARG00000007795;cst3;Cst3;cst3
ENSDARG00000005122;atp2a2b;Atp2a2;atp2a2b
ENSDARG00000054087;irs1;Irs1;irs1
ENSDARG00000088168;ablim3;Ablim3;ablim3
ENSDARG00000060246;slc16a6b;Slc16a6;slc16a6b
ENSDARG00000008377;epn2;Epn2;epn2
ENSDARG00000052623;bsdc1;Bsdc1;bsdc1
ENSDARG00000016687;acadvl;Acadvl;acadvl
ENSDARG00000019924;cmpk;Cmpk1;cmpk
ENSDARG00000026967;ap2s1;Ap2s1;ap2s1
ENSDARG00000105009;ddah2;Ddah2;ddah2
ENSDARG00000069476;spint2;Spint2;spint2
ENSDARG00000104996;tmem203;Tmem203;tmem203
ENSDARG00000029663;rab1ab;Rab1a;rab1ab
ENSDARG00000018049;sf3b2;Sf3b2;sf3b2
ENSDARG00000056740;tmeff1b;Tmeff1;tmeff1b
ENSDARG00000038900;acadm;Acadm;acadm
ENSDARG00000077410;myo9b;Myo9b;myo9b
ENSDARG00000059303;hnrnpl2;Hnrnpl;hnrnpl2
ENSDARG00000105010;lztfl1;Lztfl1;lztfl1
ENSDARG00000042892;paip1;Paip1;paip1
ENSDARG00000058538;alcamb;Alcam;alcamb
ENSDARG00000015649;rap2c;Rap2c;rap2c
ENSDARG00000003032;eif4a1b;Eif4a1;eif4a1b
ENSDARG00000006242;ptp4a1;Ptp4a1;ptp4a1
ENSDARG00000096554;si:dkey-25o16.4;Spag5;si:dkey-25o16.4
ENSDARG00000010658;insig1;Insig1;insig1
ENSDARG00000022129;rbm4.3;Rbm4;rbm4.3
ENSDARG00000069301;tmem177;Tmem177;tmem177
ENSDARG00000091872;ccdc117;Ccdc117;si:ch211-102c2.7
ENSDARG00000087636;hmgn6;Hmgn1;hmgn6
ENSDARG00000042489;thap12a;Thap12;prkrira
ENSDARG00000006837;mycn;Mycn;mycn
ENSDARG00000079305;hbae3;Hba-x;hbae3
ENSDARG00000019951;sec62;Sec62;sec62
ENSDARG00000009735;gigyf2;Gigyf2;gigfy2
ENSDARG00000099430;atg16l1;Atg16l1;atg16l1
ENSDARG00000045306;slc51a;Slc51a;slc51a
ENSDARG00000053810;hnrnpc;Hnrnpc;hnrnpc
ENSDARG00000074301;cth;Cth;cth
ENSDARG00000018351;hpda;Hpd;hpda
ENSDARG00000077875;slc2a5;Slc2a5;slc2a5
ENSDARG00000019496;esd;Esd;esd
ENSDARG00000021494;hnf4a;Hnf4a;hnf4a
ENSDARG00000061204;ddx20;Ddx20;ddx20
ENSDARG00000038881;acaa2;Acaa2;acaa2
ENSDARG00000101762;fah;Fah;fah
ENSDARG00000063213;mtif2;Mtif2;mtif2
ENSDARG00000069013;prdx4;Prdx4;prdx4
ENSDARG00000012458;hapstr1b;Hapstr1;zgc:77849
ENSDARG00000104085;abcd3a;Abcd3;abcd3a
ENSDARG00000042796;yy1a;Yy1;yy1a
ENSDARG00000059035;porb;Por;porb
ENSDARG00000100452;nop53;Nop53;nop53
ENSDARG00000069293;ahsg2;Ahsg;ahsg2
ENSDARG00000093619;sult3st2;Sult3a2;sult3st2
ENSDARG00000044365;angptl3;Angptl3;angptl3
ENSDARG00000037281;fgg;Fgg;fgg
ENSDARG00000003570;hsp90b1;Hsp90b1;hsp90b1
ENSDARG00000023443;tjp2b;Tjp2;tjp2b
ENSDARG00000071429;tdo2a;Tdo2;tdo2a
ENSDARG00000023151;ucp1;Ucp1;ucp1
ENSDARG00000076838;apom;Apom;apom
ENSDARG00000087697;lpla;Lpl;lpl
ENSDARG00000077081;slc38a10;Slc38a10;slc38a10
ENSDARG00000043173;cela1.3;Cela1;CELA1
ENSDARG00000057855;mrps31;Mrps31;mrps31
ENSDARG00000077536;snrnp200;Snrnp200;snrnp200
ENSDARG00000075766;sccpdha.1;Sccpdh;sccpdha
ENSDARG00000052170;uap1;Uap1;uap1
ENSDARG00000006497;rtn1a;Rtn1;rtn1a
ENSDARG00000022372;kng1;Kng1;kng1
ENSDARG00000027887;zfyve21;Zfyve21;zfyve21
ENSDARG00000102722;itih3b.1;Itih4;itih3b
ENSDARG00000010445;trabd;Trabd;trabd
ENSDARG00000107486;ifi44a8;Ifi44;CR855320.2
ENSDARG00000055504;cd68;Cd68;si:ch211-212k18.7
ENSDARG00000037238;smad5;Smad5;smad5
ENSDARG00000056627;cxcl14;Cxcl14;cxcl14
ENSDARG00000104702;cat;Cat;cat
ENSDARG00000053774;alpi.2;Alpi;alpi.2
ENSDARG00000035872;hsd17b12b;Hsd17b12;hsd17b12b
ENSDARG00000010918;nprl3;Nprl3;nprl3
ENSDARG00000044943;npepps;Npepps;npepps
ENSDARG00000014303;vac14;Vac14;vac14
ENSDARG00000027978;yy1b;Yy1;yy1b
ENSDARG00000017803;gsk3ba;Gsk3b;gsk3b
ENSDARG00000060288;plpbp;Plpbp;prosc
ENSDARG00000062137;stag1b;Stag1;stag1b
ENSDARG00000009779;mcl1a;Mcl1;mcl1a
ENSDARG00000013719;gtse1;Gtse1;gtse1
ENSDARG00000054842;hsd17b14;Hsd17b14;hsd17b14
ENSDARG00000062206;skic2;Skic2;skiv2l
ENSDARG00000007130;mrto4;Mrto4;mrto4
ENSDARG00000092155;apoc2;Apoc2;apoc2
ENSDARG00000030759;melk;Melk;melk
ENSDARG00000079350;znf654;Zfp654;znf654
ENSDARG00000099445;cc2d1b;Cc2d1b;cc2d1b
ENSDARG00000069249;aftpha;Aftph;aftpha
ENSDARG00000067741;itpkcb;Itpkc;itpkcb
ENSDARG00000061691;qpctla;Qpctl;qpctla
ENSDARG00000008142;stxbp3;Stxbp3;stxbp3
ENSDARG00000034957;hddc2;Hddc2;hddc2
ENSDARG00000044584;tex261;Tex261;tex261
ENSDARG00000034943;tm9sf5;Tm9sf5;tm9sf5
ENSDARG00000057577;mbtps2;Mbtps2;mbtps2
ENSDARG00000042508;ubr3;Ubr3;ubr3
ENSDARG00000101578;e2f4;E2f4;e2f4
ENSDARG00000055912;nipa2;Nipa2;nipa2
ENSDARG00000033367;rrm2b;Rrm2b;rrm2b
ENSDARG00000044669;hp1bp3;Hp1bp3;hp1bp3
ENSDARG00000058448;zrsr2;Zrsr2-ps1;zrsr2
ENSDARG00000007135;cnot3a;Cnot3;cnot3a
ENSDARG00000045620;nansa;Nans;nansa
ENSDARG00000056679;morc3a;Morc3;morc3a
ENSDARG00000070786;znf770;Zfp770;znf770
ENSDARG00000052536;tia1;Tia1;tia1
ENSDARG00000022424;slc26a5;Slc26a5;slc26a5
ENSDARG00000037503;thoc2;Thoc2;thoc2
ENSDARG00000011851;map2k5;Map2k5;map2k5
ENSDARG00000018529;lipf;Lipa;lipf
ENSDARG00000007786;tmx2b;Tmx2;tmx2b
ENSDARG00000078600;ldlrad3;Ldlrad3;ldlrad3
ENSDARG00000100394;lnpep;Lnpep;lnpep
ENSDARG00000005536;ubr7;Ubr7;ubr7
ENSDARG00000013776;thop1;Thop1;thop1
ENSDARG00000091967;ttf1.1;Ttf1;ttf1
ENSDARG00000037852;zgc:101663;Mgat4e;zgc:101663
ENSDARG00000004372;fmnl3;Fmnl3;fmnl3
ENSDARG00000027322;lin7c;Lin7c;lin7c
ENSDARG00000039966;prom1a;Prom1;prom1a
ENSDARG00000028322;pex14;Pex14;pex14
ENSDARG00000104936;si:ch211-225h24.2;Tdrp;si:ch211-225h24.2
ENSDARG00000062806;ttll9;Ttll9;ttll9
ENSDARG00000100536;nkrf;Nkrf;nkrf
ENSDARG00000052537;cptp;Cptp;cptp
ENSDARG00000104089;p3h4;P3h4;p3h4
ENSDARG00000028748;tm9sf3;Tm9sf3;tm9sf3
ENSDARG00000004318;cbwd;Zng1;cbwd
ENSDARG00000039430;msl2b;Msl2;msl2b
ENSDARG00000000503;stx1b;Stx1b;stx1b
ENSDARG00000042467;tlk1a;Tlk1;tlk1a
ENSDARG00000026986;rexo1;Rexo1;rexo1
ENSDARG00000088835;efs;Efs;efs
ENSDARG00000052150;pbx4;Pbx4;pbx4
ENSDARG00000079148;nckap5l;Nckap5l;nckap5l
ENSDARG00000079751;megf8;Megf8;megf8
ENSDARG00000007812;sp3b;Sp3;sp3b
